content,fake,processed_text,stemmer,sentiment_score,emotions,emotion_2
one of pedophile joe s picks for vp michigan governor bans gardening sale of fruit and vegetable seeds gardening supplies prohibited via ,1,"['one', 'pedophile', 'joe', 'picks', 'vp', 'michigan', 'governor', 'bans', 'gardening', 'sale', 'fruit', 'vegetable', 'seeds', 'gardening', 'supplies', 'prohibited', 'via']","['one', 'pedophil', 'joe', 'pick', 'vp', 'michigan', 'governor', 'ban', 'garden', 'sale', 'fruit', 'veget', 'seed', 'garden', 'suppli', 'prohibit', 'via']",-0.5574,"{'fear': 0.16666666666666666, 'anger': 0.16666666666666666, 'anticip': 0.0, 'trust': 0.16666666666666666, 'surprise': 0.0, 'positive': 0.16666666666666666, 'negative': 0.16666666666666666, 'sadness': 0.0, 'disgust': 0.16666666666666666, 'joy': 0.0}",neutral
we are witnessing tyranny in action and its only been a couple of months imagine one year michigan governor bans gardening sale of fruit and vegetable seeds gardening supplies prohibited ,1,"['witnessing', 'tyranny', 'action', 'couple', 'months', 'imagine', 'one', 'year', 'michigan', 'governor', 'bans', 'gardening', 'sale', 'fruit', 'vegetable', 'seeds', 'gardening', 'supplies', 'prohibited']","['wit', 'tyranni', 'action', 'coupl', 'month', 'imagin', 'one', 'year', 'michigan', 'governor', 'ban', 'garden', 'sale', 'fruit', 'veget', 'seed', 'garden', 'suppli', 'prohibit']",-0.5574,"{'fear': 0.2, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.2, 'negative': 0.2, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.0}",neutral
and it will get worse america is getting a real glimpse of life under left wing democrat rule frightening michigan governor bans gardening sale of fruit and vegetable seeds gardening supplies prohibited via ,1,"['get', 'worse', 'america', 'getting', 'real', 'glimpse', 'life', 'left', 'wing', 'democrat', 'rule', 'frightening', 'michigan', 'governor', 'bans', 'gardening', 'sale', 'fruit', 'vegetable', 'seeds', 'gardening', 'supplies', 'prohibited', 'via']","['get', 'wors', 'america', 'get', 'real', 'glimps', 'life', 'left', 'wing', 'democrat', 'rule', 'frighten', 'michigan', 'governor', 'ban', 'garden', 'sale', 'fruit', 'veget', 'seed', 'garden', 'suppli', 'prohibit', 'via']",-0.8974,"{'fear': 0.23076923076923078, 'anger': 0.07692307692307693, 'anticip': 0.0, 'trust': 0.23076923076923078, 'surprise': 0.0, 'positive': 0.15384615384615385, 'negative': 0.15384615384615385, 'sadness': 0.07692307692307693, 'disgust': 0.07692307692307693, 'joy': 0.0}",annoyance
power hungry dictator michigan governor bans gardening sale of fruit and vegetable seeds gardening supplies prohibited via ,1,"['power', 'hungry', 'dictator', 'michigan', 'governor', 'bans', 'gardening', 'sale', 'fruit', 'vegetable', 'seeds', 'gardening', 'supplies', 'prohibited', 'via']","['power', 'hungri', 'dictat', 'michigan', 'governor', 'ban', 'garden', 'sale', 'fruit', 'veget', 'seed', 'garden', 'suppli', 'prohibit', 'via']",-0.5574,"{'fear': 0.2, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.1, 'surprise': 0.0, 'positive': 0.1, 'negative': 0.3, 'sadness': 0.0, 'disgust': 0.1, 'joy': 0.0, 'anticipation': 0.1}",neutral
coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 the below visualization the secret history of coronavirus bioweapon is based on greatgameindia s exclusive report coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['visualization', 'secret', 'history', 'coronavirus', 'bioweapon', 'based', 'greatgameindia', 'exclusive', 'report', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['visual', 'secret', 'histori', 'coronaviru', 'bioweapon', 'base', 'greatgameindia', 'exclus', 'report', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 january 26 2020 coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['january', '26', '2020', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['januari', '26', '2020', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 wuhan coronavirus lawsuite demands damages worth 20 trillion lawsuit says china created wuhan virus as a bioweapon coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['wuhan', 'coronavirus', 'lawsuite', 'demands', 'damages', 'worth', '20', 'trillion', 'lawsuit', 'says', 'china', 'created', 'wuhan', 'virus', 'bioweapon', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['wuhan', 'coronaviru', 'lawsuit', 'demand', 'damag', 'worth', '20', 'trillion', 'lawsuit', 'say', 'china', 'creat', 'wuhan', 'viru', 'bioweapon', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.6503,"{'fear': 0.1, 'anger': 0.1, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.1, 'positive': 0.1, 'negative': 0.3, 'sadness': 0.2, 'disgust': 0.1, 'joy': 0.0}",neutral
 chinese caught by doj smuggling 21 vials of bio research at logan airport winnipeg chinese scientists fired amp one dr is dead bu has ebola 4 feds must closely coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['chinese', 'caught', 'doj', 'smuggling', '21', 'vials', 'bio', 'research', 'logan', 'airport', 'winnipeg', 'chinese', 'scientists', 'fired', 'amp', 'one', 'dr', 'dead', 'bu', 'ebola', '4', 'feds', 'must', 'closely', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['chines', 'caught', 'doj', 'smuggl', '21', 'vial', 'bio', 'research', 'logan', 'airport', 'winnipeg', 'chines', 'scientist', 'fire', 'amp', 'one', 'dr', 'dead', 'bu', 'ebola', '4', 'fed', 'must', 'close', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-1.2846,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.5}",neutral
 visualizing the secret history of coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['visualizing', 'secret', 'history', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['visual', 'secret', 'histori', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the below visualization the secret history of coronavirus bioweapon is based on greatgameindia s exclusive report coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['visualization', 'secret', 'history', 'coronavirus', 'bioweapon', 'based', 'greatgameindia', 'exclusive', 'report', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['visual', 'secret', 'histori', 'coronaviru', 'bioweapon', 'base', 'greatgameindia', 'exclus', 'report', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 1.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
visualizing the secret history of coronavirus bioweapon how china stole coronavirus from canada and weaponized it we must stop blaming all kinds of animals for the origin of this virus what about certain humans ,1,"['visualizing', 'secret', 'history', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'must', 'stop', 'blaming', 'kinds', 'animals', 'origin', 'virus', 'certain', 'humans']","['visual', 'secret', 'histori', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'must', 'stop', 'blame', 'kind', 'anim', 'origin', 'viru', 'certain', 'human']",-0.1321,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.5, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.5, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",realization
 bioweaponsarereal coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['bioweaponsarereal', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['bioweaponsarer', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 exclusive coronavirus bioweapon how china stole coronavirus from canada and weaponized it watch here visualizing the secret history of coronavirus canadalockdown canadacovid19 ,1,"['exclusive', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'watch', 'visualizing', 'secret', 'history', 'coronavirus', 'canadalockdown', 'canadacovid19']","['exclus', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'watch', 'visual', 'secret', 'histori', 'coronaviru', 'canadalockdown', 'canadacovid19']",-0.296,"{'fear': 0.3333333333333333, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.3333333333333333, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.3333333333333333}",neutral
 was it a bioweapon stefan molyneux interviews dr paul cottrell coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['bioweapon', 'stefan', 'molyneux', 'interviews', 'dr', 'paul', 'cottrell', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['bioweapon', 'stefan', 'molyneux', 'interview', 'dr', 'paul', 'cottrel', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 was it a bioweapon interviews dr paul cottrell coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['bioweapon', 'interviews', 'dr', 'paul', 'cottrell', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['bioweapon', 'interview', 'dr', 'paul', 'cottrel', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
36 coronavirus bioweapon how china stole coronavirus from canada and weaponized it by greatgameindia january 26 2020 last modified on march 16th 2020 at 10 54 pm ,1,"['36', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'greatgameindia', 'january', '26', '2020', 'last', 'modified', 'march', '16th', '2020', '10', '54', 'pm']","['36', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'greatgameindia', 'januari', '26', '2020', 'last', 'modifi', 'march', '16th', '2020', '10', '54', 'pm']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 1.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
14 coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['14', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['14', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
jan 2020 coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['jan', '2020', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['jan', '2020', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 china virus logical warfare biological warfarecoronavirus covid19 coronavirus bioweapon how china stole coronavirus from canada and weaponized it biological warfare bw also known as germ warfare is the use of biological ,1,"['china', 'virus', 'logical', 'warfare', 'biological', 'warfarecoronavirus', 'covid19', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'biological', 'warfare', 'bw', 'also', 'known', 'germ', 'warfare', 'use', 'biological']","['china', 'viru', 'logic', 'warfar', 'biolog', 'warfarecoronaviru', 'covid19', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'biolog', 'warfar', 'bw', 'also', 'known', 'germ', 'warfar', 'use', 'biolog']",-0.296,"{'fear': 0.1875, 'anger': 0.1875, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0625, 'negative': 0.25, 'sadness': 0.1875, 'disgust': 0.0625, 'joy': 0.0, 'anticipation': 0.0625}",neutral
 or coronavirus bioweapon how china stole coronavirus from canada and weaponized it by greatgameindia ,1,"['coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'greatgameindia']","['coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'greatgameindia']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
the secret history of coronavirus bioweapon is based on s exclusive report coronavirus bioweapon how china stole coronavirus from canada and weaponized it ccpvirus ccp is terrorist wuhanvirus coronaviruschina ,1,"['secret', 'history', 'coronavirus', 'bioweapon', 'based', 'exclusive', 'report', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'ccpvirus', 'ccp', 'terrorist', 'wuhanvirus', 'coronaviruschina']","['secret', 'histori', 'coronaviru', 'bioweapon', 'base', 'exclus', 'report', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'ccpviru', 'ccp', 'terrorist', 'wuhanviru', 'coronaviruschina']",-0.9868,"{'fear': 0.14285714285714285, 'anger': 0.14285714285714285, 'anticip': 0.0, 'trust': 0.14285714285714285, 'surprise': 0.14285714285714285, 'positive': 0.0, 'negative': 0.14285714285714285, 'sadness': 0.14285714285714285, 'disgust': 0.14285714285714285, 'joy': 0.0}",neutral
written jan 26th coronavirus bioweapon how china stole coronavirus from canada and weaponized it greatgameindia ,1,"['written', 'jan', '26th', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'greatgameindia']","['written', 'jan', '26th', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'greatgameindia']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",admiration
 coronaviruspandemic coronavirusoutbreak china canada coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['coronaviruspandemic', 'coronavirusoutbreak', 'china', 'canada', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['coronaviruspandem', 'coronavirusoutbreak', 'china', 'canada', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
20 26 ocak 2020 coronavirus bioweapon how china stole coronavirus from canada and weaponized it greatgameindia ,1,"['20', '26', 'ocak', '2020', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'greatgameindia']","['20', '26', 'ocak', '2020', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'greatgameindia']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",admiration
the account by greatgameindia of the strange viral infection starting in wuhan the scenario presented to the public is identified by the title of the core essay 26 january 2020 coronavirus bioweapon how china stole coronavirus from canada and weaponized it zh,1,"['account', 'greatgameindia', 'strange', 'viral', 'infection', 'starting', 'wuhan', 'scenario', 'presented', 'public', 'identified', 'title', 'core', 'essay', '26', 'january', '2020', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'zh']","['account', 'greatgameindia', 'strang', 'viral', 'infect', 'start', 'wuhan', 'scenario', 'present', 'public', 'identifi', 'titl', 'core', 'essay', '26', 'januari', '2020', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'zh']",-0.296,"{'fear': 0.125, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.25, 'surprise': 0.0, 'positive': 0.375, 'negative': 0.125, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0, 'anticipation': 0.125}",neutral
omg this should scare the hell out of everyone coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['omg', 'scare', 'hell', 'everyone', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['omg', 'scare', 'hell', 'everyon', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-1.4707,"{'fear': 0.2, 'anger': 0.2, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.1, 'positive': 0.0, 'negative': 0.2, 'sadness': 0.1, 'disgust': 0.1, 'joy': 0.0, 'anticipation': 0.1}",fear
 telelaws coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['telelaws', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['telelaw', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 must read coronavirus bioweapon how china stole coronavirus from canada and weaponized it via coronavirus canada china india usa,1,"['must', 'read', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'via', 'coronavirus', 'canada', 'china', 'india', 'usa']","['must', 'read', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'via', 'coronaviru', 'canada', 'china', 'india', 'usa']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
must read coronavirus bioweapon how china stole coronavirus from canada and weaponized it via coronavirus canada china india usa,1,"['must', 'read', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'via', 'coronavirus', 'canada', 'china', 'india', 'usa']","['must', 'read', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'via', 'coronaviru', 'canada', 'china', 'india', 'usa']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 ptlb perry4law telelaws coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['ptlb', 'perry4law', 'telelaws', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['ptlb', 'perry4law', 'telelaw', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 it didn t originate in some market and i think we all know this mr cotton coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['originate', 'market', 'think', 'know', 'mr', 'cotton', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['origin', 'market', 'think', 'know', 'mr', 'cotton', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
 here is an article about her and another doctor that stole the virus from the canadian level 4 biofacility coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['article', 'another', 'doctor', 'stole', 'virus', 'canadian', 'level', '4', 'biofacility', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['articl', 'anoth', 'doctor', 'stole', 'viru', 'canadian', 'level', '4', 'biofacil', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.4, 'surprise': 0.0, 'positive': 0.4, 'negative': 0.2, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
dziennikarze ledczy indyjskiego greatgameindia przekonuj e epidemia 2019ncov ma zwi zek z wykradzeniem pr bek wirusa z kanadyjskiego laboratorium klasy bsl 4 w winnipeg coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['dziennikarze', 'ledczy', 'indyjskiego', 'greatgameindia', 'przekonuj', 'e', 'epidemia', '2019ncov', 'zwi', 'zek', 'z', 'wykradzeniem', 'pr', 'bek', 'wirusa', 'z', 'kanadyjskiego', 'laboratorium', 'klasy', 'bsl', '4', 'w', 'winnipeg', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['dziennikarz', 'ledczi', 'indyjskiego', 'greatgameindia', 'przekonuj', 'e', 'epidemia', '2019ncov', 'zwi', 'zek', 'z', 'wykradzeniem', 'pr', 'bek', 'wirusa', 'z', 'kanadyjskiego', 'laboratorium', 'klasi', 'bsl', '4', 'w', 'winnipeg', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
link do artyku u dziennikarzy ledczych graetgameindia pt coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['link', 'artyku', 'u', 'dziennikarzy', 'ledczych', 'graetgameindia', 'pt', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['link', 'artyku', 'u', 'dziennikarzi', 'ledczych', 'graetgameindia', 'pt', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
we re are canadian coronavirus bioweapon how china stole coronavirus from canada and weaponized it greatgameindia ,1,"['canadian', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized', 'greatgameindia']","['canadian', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon', 'greatgameindia']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",admiration
 coronarovirus coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['coronarovirus', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['coronaroviru', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",neutral
sinister coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['sinister', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['sinist', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.25, 'anger': 0.25, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.25, 'sadness': 0.0, 'disgust': 0.25, 'joy': 0.0}",neutral
breaking news coronavirus bioweapon how china stole coronavirus from canada and weaponized it ,1,"['breaking', 'news', 'coronavirus', 'bioweapon', 'china', 'stole', 'coronavirus', 'canada', 'weaponized']","['break', 'news', 'coronaviru', 'bioweapon', 'china', 'stole', 'coronaviru', 'canada', 'weapon']",-0.296,"{'fear': 0.0, 'anger': 0.0, 'anticip': 0.0, 'trust': 0.0, 'surprise': 0.0, 'positive': 0.0, 'negative': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'joy': 0.0}",surprise
